,A2M,ABCB1,ABL1,ADA,ADORA2A,AICDA,AIRE,AKT3,ALCAM,AMBP,AMICA1,ANP32B,ANXA1,APOE,APP,ARG1,ARG2,ATF1,ATF2,ATG10,ATG12,ATG16L1,ATG5,ATG7,ATM,AXL,BAGE,BATF,BAX,BCL10,BCL2,BCL2L1,BCL6,BID,BIRC5,BLK,BLNK,BMI1,BST1,BST2,BTK,BTLA,C1QA,C1QB,C1QBP,C1R,C1S,C2,C3,C3AR1,C4B,C4BPA,C5,C6,C7,C8A,C8B,C8G,C9,CAMP,CARD11,CARD9,CASP1,CASP10,CASP3,CASP8,CCL1,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL3L1,CCL4,CCL5,CCL7,CCL8,CCND3,CCR1,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR9,CCRL2,CD14,CD160,CD163,CD164,CD180,CD19,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD200,CD207,CD209,CD22,CD24,CD244,CD247,CD27,CD274,CD276,CD28,CD33,CD34,CD36,CD37,CD38,CD3D,CD3E,CD3EAP,CD3G,CD4,CD40,CD40LG,CD44,CD46,CD47,CD48,CD5,CD53,CD55,CD58,CD59,CD6,CD63,CD68,CD7,CD70,CD74,CD79A,CD79B,CD80,CD81,CD83,CD84,CD86,CD8A,CD8B,CD9,CD96,CD97,CD99,CDH1,CDH5,CDK1,CDKN1A,CEACAM1,CEACAM6,CEACAM8,CEBPB,CFB,CFD,CFI,CFP,CHIT1,CHUK,CKLF,CLEC4A,CLEC4C,CLEC5A,CLEC6A,CLEC7A,CLU,CMA1,CMKLR1,COL3A1,COLEC12,CR1,CR2,CREB1,CREB5,CREBBP,CRP,CSF1,CSF1R,CSF2,CSF2RB,CSF3,CSF3R,CT45A1,CTAG1B,CTAGE1,CTCFL,CTLA4,CTSG,CTSH,CTSL,CTSS,CTSW,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,CYBB,CYFIP2,CYLD,DDX43,DDX58,DEFB1,DMBT1,DOCK9,DPP4,DUSP4,DUSP6,EBI3,ECSIT,EGR1,EGR2,ELANE,ELK1,ENG,ENTPD1,EOMES,EP300,EPCAM,ETS1,EWSR1,F12,F13A1,F2RL1,FADD,FAS,FCER1A,FCER1G,FCER2,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FEZ1,FLT3,FLT3LG,FN1,FOS,FOXJ1,FOXP3,FPR2,FUT5,FUT7,FYN,GAGE1,GATA3,GNLY,GPI,GTF3C1,GZMA,GZMB,GZMH,GZMK,GZMM,HAMP,HAVCR2,HCK,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB3,HLA-DRB4,HLA-E,HLA-G,HMGB1,HRAS,HSD11B1,ICAM1,ICAM2,ICAM3,ICAM4,ICOS,ICOSLG,IDO1,IFI16,IFI27,IFI35,IFIH1,IFIT1,IFIT2,IFITM1,IFITM2,IFNA1,IFNA17,IFNA2,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNL1,IFNL2,IGF1R,IGF2R,IGLL1,IKBKB,IKBKE,IKBKG,IL10,IL10RA,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,IL16,IL17A,IL17B,IL17F,IL17RA,IL17RB,IL18,IL18R1,IL18RAP,IL19,IL1A,IL1B,IL1R1,IL1R2,IL1RAP,IL1RAPL2,IL1RL1,IL1RL2,IL1RN,IL2,IL21,IL21R,IL22,IL22RA1,IL22RA2,IL23A,IL23R,IL24,IL25,IL26,IL27,IL2RA,IL2RB,IL2RG,IL3,IL32,IL34,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL8,IL9,ILF3,INPP5D,IRAK1,IRAK2,IRAK4,IRF1,IRF2,IRF3,IRF4,IRF5,IRF7,IRF8,IRGM,ISG15,ISG20,ITCH,ITGA1,ITGA2,ITGA2B,ITGA4,ITGA5,ITGA6,ITGAE,ITGAL,ITGAM,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITK,JAK1,JAK2,JAK3,JAM3,KIR3DL1,KIR3DL2,KIR3DL3,KIR_Activating_Subgroup_1,KIR_Activating_Subgroup_2,KIR_Inhibiting_Subgroup_1,KIR_Inhibiting_Subgroup_2,KIT,KLRB1,KLRC1,KLRC2,KLRD1,KLRF1,KLRG1,KLRK1,LAG3,LAIR2,LAMP1,LAMP2,LAMP3,LBP,LCK,LCN2,LCP1,LGALS3,LIF,LILRA1,LILRA4,LILRA5,LILRB1,LILRB2,LILRB3,LRP1,LRRN3,LTA,LTB,LTBR,LTF,LTK,LY86,LY9,LY96,LYN,MAF,MAGEA1,MAGEA12,MAGEA3,MAGEA4,MAGEB2,MAGEC1,MAGEC2,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K5,MAP3K7,MAP4K2,MAPK1,MAPK11,MAPK14,MAPK3,MAPK8,MAPKAPK2,MARCO,MASP1,MASP2,MAVS,MBL2,MCAM,MEF2C,MEFV,MERTK,MFGE8,MICA,MICB,MIF,MME,MNX1,MPPED1,MR1,MRC1,MS4A1,MS4A2,MSR1,MST1R,MUC1,MX1,MYD88,NCAM1,NCF4,NCR1,NEFL,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NLRC5,NLRP3,NOD1,NOD2,NOS2A,NOTCH1,NRP1,NT5E,NUP107,OAS3,OSM,PASD1,PAX5,PBK,PDCD1,PDCD1LG2,PDGFC,PDGFRB,PECAM1,PIK3CD,PIK3CG,PIN1,PLA2G1B,PLA2G6,PLAU,PLAUR,PMCH,PNMA1,POU2AF1,POU2F2,PPARG,PPBP,PRAME,PRF1,PRG2,PRKCD,PRKCE,PRM1,PSEN1,PSEN2,PSMB10,PSMB7,PSMB8,PSMB9,PSMD7,PTGDR2,PTGS2,PTPRC,PVR,PYCARD,RAG1,REL,RELA,RELB,REPS1,RIPK2,ROPN1,RORA,RORC,RPS6,RRAD,RUNX1,RUNX3,S100A12,S100A7,S100A8,S100B,SAA1,SBNO2,SELE,SELL,SELPLG,SEMG1,SERPINB2,SERPING1,SH2B2,SH2D1A,SH2D1B,SIGIRR,SIGLEC1,SLAMF1,SLAMF6,SLAMF7,SLC11A1,SMAD2,SMAD3,SMPD3,SOCS1,SPA17,SPACA3,SPANXB1,SPINK5,SPN,SPO11,SPP1,SSX1,SSX4,ST6GAL1,STAT1,STAT2,STAT3,STAT4,STAT5B,STAT6,SYCP1,SYK,SYT17,TAB1,TAL1,TANK,TAP1,TAP2,TAPBP,TARP,TBK1,TBX21,TCF7,TFE3,TFEB,TFRC,TGFB1,TGFB2,THBD,THBS1,THY1,TICAM1,TICAM2,TIGIT,TIRAP,TLR1,TLR10,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TMEFF2,TNF,TNFAIP3,TNFRSF10B,TNFRSF10C,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF1A,TNFRSF1B,TNFRSF4,TNFRSF8,TNFRSF9,TNFSF10,TNFSF11,TNFSF12,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF18,TNFSF4,TNFSF8,TOLLIP,TP53,TPSAB1,TPTE,TRAF2,TRAF3,TRAF6,TREM1,TREM2,TTK,TXK,TXNIP,TYK2,UBC,ULBP2,USP9Y,VCAM1,VEGFA,VEGFC,XCL2,XCR1,YTHDF2,ZAP70,ZNF205,ABCF1,AGK,ALAS1,AMMECR1L,CC2D1B,CNOT10,CNOT4,COG7,DDX50,DHX16,DNAJC14,EDC3,EIF2B4,ERCC3,FCF1,G6PD,GPATCH3,GUSB,HDAC3,HPRT1,MRPS5,MTMR14,NOL7,NUBP1,POLR2A,PPIA,PRPF38A,SAP130,SDHA,SF3A3,TBP,TLK2,TMUB2,TRIM39,TUBB,USP39,ZC3H14,ZKSCAN5,ZNF143,ZNF346,NEG_A,NEG_B,NEG_C,NEG_D,NEG_E,NEG_F,NEG_G,NEG_H,POS_A,POS_B,POS_C,POS_D,POS_E,POS_F
20230616_210462891024_K1241-B_02.RCC,1036.78,138.24,368.63,276.47,69.12,161.28,276.47,1474.53,276.47,92.16,184.32,1128.94,5391.25,575.99,5667.73,23.04,161.28,368.63,138.24,184.32,115.2,184.32,115.2,46.08,69.12,1151.98,92.16,46.08,437.75,760.3,506.87,414.71,253.43,115.2,760.3,69.12,69.12,575.99,207.36,714.23,115.2,92.16,737.27,2326.99,760.3,575.99,760.3,322.55,184.32,92.16,138.24,69.12,253.43,115.2,23.04,46.08,46.08,138.24,46.08,46.08,115.2,138.24,184.32,23.04,138.24,230.4,46.08,184.32,161.28,207.36,46.08,161.28,115.2,322.55,138.24,529.91,322.55,46.08,161.28,69.12,23.04,299.51,138.24,69.12,23.04,276.47,299.51,276.47,460.79,115.2,138.24,276.47,161.28,161.28,23.04,92.16,184.32,46.08,69.12,92.16,184.32,552.95,115.2,368.63,4561.83,69.12,23.04,115.2,23.04,207.36,69.12,92.16,69.12,92.16,23.04,368.63,46.08,3225.54,92.16,161.28,115.2,69.12,1912.28,69.12,184.32,299.51,322.55,138.24,69.12,138.24,46.08,483.83,46.08,299.51,92.16,115.2,2211.8,414.71,2465.23,253.43,161.28,414.71,46.08,345.59,3064.26,138.24,10022.2,437.75,161.28,299.51,8225.12,115.2,207.36,184.32,2465.23,322.55,322.55,115.2,414.71,69.12,207.36,207.36,345.59,5598.61,138.24,92.16,760.3,483.83,138.24,115.2,69.12,575.99,138.24,852.46,184.32,138.24,92.16,506.87,737.27,460.79,69.12,161.28,161.28,69.12,92.16,69.12,299.51,117340.4,184.32,253.43,345.59,1221.1,115.2,276.47,23.04,138.24,207.36,23.04,276.47,92.16,69.12,161.28,23.04,69.12,115.2,184.32,23.04,299.51,391.67,691.19,69.12,184.32,253.43,184.32,138.24,115.2,253.43,92.16,967.66,115.2,207.36,46.08,46.08,69.12,2027.48,138.24,23.04,138.24,3317.69,69.12,92.16,1727.97,138.24,368.63,69.12,161.28,23.04,69.12,276.47,184.32,184.32,253.43,46.08,414.71,92.16,184.32,184.32,760.3,368.63,276.47,138.24,345.59,184.32,668.15,391.67,46.08,3709.37,46.08,253.43,115.2,46.08,668.15,23.04,46.08,622.07,368.63,2787.78,115.2,23.04,161.28,4492.71,1059.82,161.28,161.28,184.32,138.24,207.36,990.7,92.16,69.12,437.75,875.5,46.08,253.43,69.12,23.04,115.2,23.04,92.16,230.4,207.36,1843.16,3778.49,4239.28,414.71,1059.82,184.32,3824.56,3571.13,1382.37,276.47,2718.67,4446.63,230.4,2165.72,230.4,115.2,92.16,230.4,207.36,46.08,368.63,161.28,115.2,230.4,92.16,2280.91,1981.4,138.24,138.24,276.47,184.32,806.38,2442.19,46.08,23.04,138.24,115.2,23.04,552.95,599.03,138.24,230.4,483.83,184.32,115.2,806.38,184.32,46.08,69.12,23.04,46.08,138.24,460.79,69.12,92.16,69.12,138.24,207.36,69.12,161.28,1359.33,69.12,483.83,253.43,207.36,92.16,69.12,46.08,184.32,138.24,253.43,207.36,69.12,230.4,69.12,115.2,2303.95,138.24,161.28,161.28,207.36,115.2,161.28,92.16,161.28,115.2,46.08,299.51,161.28,115.2,69.12,161.28,69.12,161.28,23.04,69.12,276.47,115.2,69.12,184.32,138.24,69.12,207.36,322.55,46.08,138.24,69.12,92.16,3640.25,69.12,92.16,207.36,23.04,345.59,207.36,253.43,92.16,368.63,299.51,1198.06,253.43,161.28,115.2,230.4,161.28,69.12,575.99,92.16,806.38,322.55,69.12,69.12,184.32,506.87,299.51,460.79,253.43,138.24,161.28,7718.25,322.55,368.63,138.24,161.28,875.5,368.63,115.2,207.36,23.04,138.24,230.4,46.08,23.04,161.28,161.28,207.36,92.16,184.32,253.43,115.2,115.2,161.28,115.2,69.12,92.16,10367.79,4653.99,69.12,92.16,322.55,92.16,1359.33,529.91,115.2,230.4,69.12,115.2,184.32,46.08,69.12,1244.14,69.12,115.2,138.24,391.67,92.16,23.04,138.24,1036.78,622.07,276.47,944.62,23.04,161.28,1474.53,23.04,115.2,69.12,276.47,737.27,1175.02,714.23,184.32,161.28,990.7,115.2,138.24,69.12,184.32,207.36,437.75,622.07,23.04,161.28,115.2,368.63,345.59,253.43,483.83,138.24,414.71,990.7,115.2,437.75,1589.73,2718.67,46.08,138.24,230.4,207.36,92.16,23.04,322.55,46.08,23.04,1105.9,1797.08,138.24,69.12,161.28,345.59,253.43,368.63,276.47,253.43,115.2,161.28,668.15,115.2,92.16,138.24,46.08,69.12,253.43,875.5,1175.02,253.43,253.43,138.24,138.24,92.16,230.4,23.04,299.51,1797.08,645.11,829.42,115.2,69.12,184.32,46.08,161.28,460.79,207.36,92.16,322.55,69.12,92.16,92.16,92.16,115.2,299.51,92.16,115.2,46.08,92.16,230.4,184.32,161.28,875.5,967.66,368.63,1290.21,138.24,46.08,506.87,276.47,276.47,138.24,138.24,322.55,207.36,552.95,368.63,69.12,322.55,23.04,36056.89,92.16,299.51,921.58,23.04,138.24,46.08,23.04,138.24,437.75,92.16,138.24,92.16,115.2,253.43,829.42,92.16,69.12,138.24,138.24,253.43,69.12,23.04,92.16,161.28,552.95,852.46,46.08,253.43,253.43,253.43,345.59,115.2,69.12,46.08,391.67,46.08,115.2,207.36,368.63,552.95,4792.23,69.12,92.16,345.59,46.08,69.12,23.04,69.12,46.08,460.79,230.4,161.28,599.03,161.28,253.43,230.4,299.51,138.24,276.47,299.51,1658.85,276.47,161.28,1658.85,1336.29,253.43,552.95,184.32,92.16,460.79,207.36,253.43,92.16,322.55,184.32,414.71,299.51,115.2,184.32,184.32,115.2,115.2,69.12,230.4,138.24,207.36,253.43,184.32,92.16,69.12,92.16,69.12,529.91,207.36,92.16,276.47,138.24,437.75,184.32,668.15,230.4,599.03,161.28,184.32,92.16,230.4,184.32,437.75,299.51,345.59,207.36,69.12,230.4,230.4,69.12,69.12,276.47,115.2,2465.23,276.47,3087.3,115.2,230.4,437.75,115.2,552.95,184.32,391.67,391.67,69.12,161.28,161.28,230.4,184.32,345.59,69.12,161.28,322.55,368.63,437.75,184.32,92.16,368.63,322.55,345.59,3064.26,230.4,483.83,230.4,276.47,783.34,299.51,506.87,161.28,115.2,483.83,138.24,368.63,391.67,138.24,4861.34,299.51,207.36,138.24,184.32,1405.41,138.24,1635.81,184.32,184.32,69.12,11,15,6,1,16,17,3,5,24074,7964,2175,462,96,59
20230616_210462891024_K1628-B_03.RCC,19308.21,149.87,1449.37,65.16,25.13,9.31,9.31,4131.22,1523.84,2.79,241.1,1085.4,4411.42,218.76,1764.01,7.45,153.59,192.69,280.19,201.07,28.86,155.46,409.59,110.77,13.96,2437.96,13.03,23.27,1767.73,193.62,163.83,1307.88,534.32,14.89,210.38,6.52,19.55,565.97,92.16,468.23,28.86,21.41,177.8,671.16,560.39,3042.1,1259.47,163.83,65.16,46.54,249.47,11.17,68.88,13.96,194.55,5.59,7.45,26.06,13.96,6.52,16.76,13.96,387.24,8.38,226.2,125.67,9.31,49.34,35.37,229.93,5.59,15.82,14.89,92.16,213.17,2735.84,29.79,44.68,10.24,18.62,4.65,16.76,14.89,13.03,2.79,67.02,109.84,29.79,225.27,17.69,113.57,312.77,54.92,146.15,6.52,16.76,26.06,10.24,13.03,5.59,32.58,277.4,19.55,275.54,3253.41,46.54,10.24,3.72,6.52,42.82,26.06,11.17,17.69,162.9,9.31,66.09,16.76,74.47,21.41,51.2,16.76,88.43,854.54,13.96,42.82,119.15,619.03,37.24,10.24,40.96,32.58,53.99,8.38,115.43,107.05,15.82,3036.52,1420.52,2263.89,60.51,20.48,153.59,12.1,390.97,3713.26,8.38,10278.72,305.33,47.47,107.98,3103.54,16.76,34.44,24.2,8180.53,123.81,99.6,11.17,14.89,19.55,1468.92,46.54,1041.65,3351.15,484.99,104.26,906.67,1329.29,8.38,15.82,10.24,1476.37,65.16,34.44,103.33,14.89,13.03,777.28,1356.29,112.64,12.1,28.86,13.03,40.96,18.62,32.58,157.32,11497.24,14.89,106.12,11.17,601.35,191.76,35.37,11.17,58.65,29.79,8.38,122.88,6.52,53.99,20.48,10.24,5.59,9.31,26.06,92.16,163.83,649.75,533.39,40.03,229,79.12,30.72,12.1,13.03,2022.79,9.31,12.1,101.47,582.73,49.34,7.45,9.31,43.75,19.55,18.62,23.27,1463.34,6.52,24.2,586.45,5541.5,663.71,4.65,184.31,5.59,10.24,738.18,19.55,46.54,179.66,14.89,244.82,430.06,59.58,8.38,425.41,340.7,664.64,13.96,230.86,4.65,1701.64,866.64,15.82,1227.82,11.17,55.85,195.48,111.71,370.49,11.17,13.96,576.21,111.71,307.19,1729.57,21.41,156.39,26643.51,5194.28,9.31,16.76,36.3,12.1,16.76,1309.74,13.03,5.59,31.65,1919.46,313.7,140.56,29.79,24.2,54.92,16.76,11.17,69.82,143.35,2250.86,2624.14,1255.75,193.62,230.86,35.37,881.54,1298.57,553.87,96.81,2843.82,1387,436.58,1617.86,195.48,179.66,133.12,79.12,175,84.71,140.56,16.76,17.69,30.72,19.55,1627.17,392.83,87.5,87.5,75.4,80.99,349.08,3105.4,5.59,8.38,13.03,13.96,10.24,327.67,513.84,10.24,11.17,638.58,21.41,13.96,2632.52,330.46,8.38,166.63,60.51,216.89,31.65,114.5,8.38,71.68,8.38,11.17,12.1,10.24,10.24,1063.06,11.17,105.19,164.76,126.6,8.38,1127.29,6.52,43.75,14.89,31.65,33.51,15.82,13.03,6.52,57.71,356.53,32.58,439.37,18.62,20.48,12.1,16.76,1,6.52,6.52,9.31,26.06,11.17,16.76,9.31,4314.61,9.31,12.1,12.1,39.1,166.63,68.88,8.38,503.6,19.55,57.71,11.17,835,3.72,18.62,91.23,179.66,3151.01,8.38,80.99,156.39,8.38,1547.11,82.85,876.88,120.08,262.51,138.7,347.22,122.88,32.58,27,65.16,62.37,7.45,237.37,166.63,729.81,1923.19,100.53,9.31,37.24,4330.43,138.7,300.67,157.32,80.99,89.36,27679.58,204.79,234.58,52.13,101.47,848.03,792.17,85.64,579.94,21.41,10.24,8.38,6.52,7.45,18.62,8.38,39.1,134.05,66.09,94.95,30.72,37.24,37.24,51.2,27.93,58.65,10423.94,924.36,17.69,5.59,35.37,4.65,480.33,666.51,91.23,22.34,4.65,45.61,67.02,55.85,32.58,447.75,14.89,18.62,49.34,830.34,10.24,83.78,45.61,62.37,374.21,78.19,836.86,8.38,12.1,10.24,7.45,11.17,8.38,8.38,577.14,1603.9,451.47,90.29,793.11,982.07,110.77,520.36,29.79,481.26,496.16,378.87,1632.76,35.37,16.76,7.45,480.33,10.24,1404.69,763.32,18.62,115.43,11458.14,41.89,310.91,758.66,72.61,8.38,7.45,126.6,174.07,13.03,36.3,171.28,12.1,1980.9,1070.51,996.04,45.61,81.92,29.79,25.13,104.26,74.47,357.46,341.63,44.68,333.25,2787.04,105.19,72.61,153.59,62.37,7.45,185.24,859.2,509.19,346.29,100.53,16.76,4.65,8.38,283.92,3.72,295.09,404.93,526.88,1230.62,67.02,40.96,450.54,8.38,45.61,780.07,78.19,23.27,716.77,3.72,32.58,19.55,11.17,3.72,159.18,19.55,578.07,45.61,7.45,324.88,191.76,235.51,1436.34,625.55,467.3,2594.35,10.24,22.34,135.91,356.53,66.09,28.86,77.26,158.25,160.11,397.48,175.94,17.69,258.78,9.31,23246.75,79.12,309.98,208.52,62.37,7.45,448.68,15.82,18.62,1001.62,21.41,57.71,28.86,8.38,19.55,266.23,39.1,22.34,29.79,42.82,121.94,10.24,13.03,13.96,49.34,1003.48,942.05,9.31,157.32,240.17,18.62,8.38,12.1,27,3.72,148.01,13.03,7.45,394.69,192.69,308.12,4036.28,27.93,219.69,800.55,8.38,114.5,8.38,62.37,27,407.72,251.34,148.94,468.23,48.41,202.93,18.62,278.33,217.82,159.18,724.22,1107.74,211.31,105.19,17625.19,242.03,276.47,199.21,43.75,99.6,323.01,19.55,67.02,22.34,90.29,59.58,84.71,57.71,13.03,24.2,11.17,12.1,178.73,64.23,27,14.89,67.95,99.6,8.38,8.38,83.78,12.1,46.54,1548.98,211.31,46.54,27,10.24,164.76,17.69,691.64,109.84,76.33,15.82,27,9.31,70.75,16.76,266.23,413.31,1049.1,10.24,271.82,182.45,203.86,60.51,27,332.32,17.69,3436.79,465.44,17986.37,36.3,138.7,90.29,277.4,53.06,67.95,18.62,444.96,28.86,72.61,276.47,221.55,143.35,309.98,35.37,345.35,249.47,261.58,451.47,143.35,100.53,440.3,529.67,180.59,1865.47,505.47,58.65,259.71,420.76,1640.2,659.99,491.5,291.36,104.26,673.02,597.62,608.79,431,344.42,1436.34,274.61,242.96,233.65,45.61,2039.55,180.59,580.87,61.44,85.64,74.47,11,16,9,9,11,19,5,11,28943,9464,2729,574,105,69
20230616_210462891024_K1865-B_04.RCC,16534.59,87.95,515.14,97.37,125.64,25.13,37.69,1231.3,643.92,18.85,860.65,515.14,5393.22,3587.1,3916.91,12.56,59.68,342.38,477.44,163.34,47.12,201.03,263.85,216.73,15.71,1027.13,28.27,62.82,615.65,254.43,468.02,1300.4,273.27,25.13,65.96,31.41,62.82,254.43,109.94,490.01,106.8,56.54,1228.16,3530.56,662.77,848.09,662.77,282.7,640.78,91.09,383.21,458.6,135.07,84.81,1894.07,12.56,65.96,40.83,31.41,18.85,147.63,138.21,329.81,31.41,72.24,603.09,28.27,31.41,62.82,1815.54,9.42,97.37,43.97,1796.69,169.62,464.88,72.24,973.73,43.97,84.81,40.83,28.27,31.41,15.71,21.99,339.24,468.02,163.34,735.01,25.13,62.82,879.5,69.1,116.22,9.42,37.69,75.39,50.26,31.41,12.56,169.62,782.13,31.41,1586.24,1199.89,62.82,18.85,21.99,12.56,53.4,40.83,25.13,62.82,185.32,18.85,50.26,505.71,961.17,87.95,238.72,100.51,163.34,860.65,28.27,87.95,216.73,1623.93,254.43,59.68,150.77,147.63,81.67,25.13,562.25,373.79,65.96,5151.35,2494.01,2073.11,194.75,72.24,383.21,97.37,496.29,4541.99,43.97,8396.08,1284.7,100.51,21.99,18648.53,78.53,125.64,62.82,11034.58,920.33,342.38,50.26,207.31,69.1,1297.26,175.9,1152.77,2905.49,483.72,411.48,163.34,288.98,91.09,612.51,53.4,907.77,135.07,1284.7,342.38,59.68,43.97,452.31,577.96,219.87,37.69,62.82,34.55,113.08,18.85,12.56,775.84,6706.18,389.49,213.59,56.54,807.25,141.35,75.39,12.56,298.4,84.81,28.27,549.69,34.55,471.16,69.1,31.41,15.71,34.55,153.91,47.12,2547.41,361.22,1890.92,185.32,436.61,201.03,131.92,50.26,56.54,395.77,18.85,260.71,637.64,3543.13,505.71,28.27,25.13,194.75,31.41,65.96,81.67,2044.84,9.42,109.94,665.91,314.11,442.89,40.83,386.35,28.27,1400.92,1155.91,128.78,245,1545.41,25.13,238.72,1683.61,304.68,37.69,141.35,1938.04,684.75,31.41,945.46,345.52,1184.18,2057.4,21.99,766.42,59.68,97.37,56.54,160.19,986.3,12.56,50.26,870.08,204.17,1121.36,483.72,34.55,241.86,9853.54,34617.73,194.75,56.54,97.37,21.99,28.27,1146.49,34.55,37.69,254.43,728.73,533.98,169.62,229.3,62.82,103.66,34.55,15.71,182.18,593.66,7620.24,9115.38,9316.41,932.9,961.17,91.09,2302.4,2566.25,37.69,21.99,9332.12,9724.75,1762.14,11201.05,157.05,188.46,72.24,106.8,1165.34,367.51,276.41,72.24,59.68,185.32,81.67,643.92,4629.94,116.22,138.21,276.41,288.98,433.47,2183.04,12.56,6.28,25.13,43.97,3.14,307.82,898.35,25.13,43.97,1510.85,43.97,34.55,2270.99,370.65,9.42,320.39,119.36,395.77,50.26,364.36,12.56,213.59,31.41,15.71,113.08,9.42,40.83,1196.75,9.42,138.21,376.93,753.86,9.42,6.28,12.56,128.78,65.96,238.72,380.07,59.68,18.85,40.83,175.9,731.87,56.54,116.22,15.71,958.03,28.27,78.53,6.28,28.27,50.26,9.42,75.39,15.71,21.99,34.55,18.85,15.71,40.83,6.28,69.1,270.13,245,15.71,700.46,59.68,109.94,12.56,659.62,9.42,25.13,81.67,285.84,4827.82,25.13,1868.94,232.44,12.56,1457.46,288.98,439.75,75.39,182.18,295.26,402.06,304.68,213.59,91.09,358.08,213.59,34.55,304.68,254.43,687.89,2195.61,276.41,25.13,342.38,992.58,577.96,144.49,706.74,163.34,577.96,4651.92,722.45,116.22,386.35,276.41,1432.33,757,223.02,694.18,21.99,43.97,21.99,28.27,28.27,40.83,34.55,194.75,235.58,81.67,135.07,47.12,47.12,69.1,138.21,75.39,295.26,4592.24,706.74,983.15,25.13,135.07,97.37,1102.52,2010.28,91.09,78.53,31.41,91.09,103.66,109.94,109.94,1988.3,292.12,37.69,153.91,713.02,194.75,332.95,72.24,210.45,185.32,197.89,760.14,12.56,6.28,18.85,18.85,15.71,18.85,12.56,304.68,1278.42,248.14,483.72,697.32,540.26,628.21,496.29,40.83,716.16,914.05,266.99,511.99,719.3,47.12,34.55,1064.82,59.68,835.52,518.28,65.96,392.63,866.94,245,213.59,1507.71,276.41,9.42,28.27,97.37,945.46,47.12,153.91,1014.57,201.03,2060.54,1002,1093.09,298.4,188.46,128.78,9.42,207.31,508.85,455.46,157.05,59.68,408.34,7906.07,310.97,351.8,288.98,69.1,62.82,882.64,2129.65,175.9,383.21,263.85,37.69,15.71,18.85,25.13,9.42,125.64,276.41,1661.63,4699.04,226.16,204.17,273.27,113.08,282.7,263.85,128.78,12.56,245,31.41,18.85,188.46,119.36,25.13,483.72,21.99,709.88,288.98,3.14,298.4,201.03,537.12,562.25,822.96,681.61,785.27,21.99,160.19,452.31,458.6,185.32,62.82,304.68,241.86,84.81,414.62,166.48,34.55,508.85,94.23,13695.06,201.03,131.92,301.54,25.13,18.85,201.03,18.85,138.21,678.47,47.12,150.77,125.64,21.99,62.82,4121.08,69.1,37.69,21.99,301.54,549.69,25.13,21.99,69.1,857.51,373.79,1247,69.1,216.73,175.9,21.99,12.56,40.83,307.82,6.28,3316.97,28.27,12.56,650.2,486.87,1080.53,3885.5,109.94,266.99,1831.24,18.85,232.44,91.09,213.59,543.41,675.33,304.68,345.52,851.23,254.43,251.29,138.21,232.44,81.67,301.54,1275.27,1476.3,288.98,1890.92,2723.31,760.14,245,119.36,62.82,153.91,323.53,91.09,295.26,78.53,439.75,81.67,56.54,53.4,12.56,28.27,43.97,62.82,1325.53,122.5,56.54,81.67,94.23,47.12,12.56,18.85,490.01,84.81,37.69,1061.68,358.08,113.08,81.67,21.99,2308.69,31.41,1400.92,782.13,122.5,84.81,131.92,15.71,53.4,34.55,533.98,329.81,3260.43,43.97,263.85,248.14,263.85,1045.98,131.92,56.54,21.99,14436.36,559.11,17671.66,50.26,125.64,169.62,1375.79,207.31,34.55,62.82,549.69,219.87,113.08,358.08,138.21,219.87,304.68,103.66,310.97,398.92,285.84,235.58,288.98,103.66,728.73,304.68,248.14,1850.09,530.84,157.05,282.7,266.99,424.04,518.28,625.07,219.87,87.95,1557.97,392.63,571.67,351.8,307.82,980.01,276.41,442.89,251.29,69.1,1086.81,81.67,524.56,43.97,131.92,169.62,10,9,6,6,13,19,1,12,27696,9452,2555,562,111,72
