Probe Name,Class Name,,Avg Count,Min Count,Max Count,%CV,,20230616_210462891024_K1241-B_02.RCC,20230616_210462891024_K1628-B_03.RCC,20230616_210462891024_K1865-B_04.RCC,20230616_210462891024_K2032-B_05.RCC,20230616_210462891024_K2068-B_06.RCC,20230616_210462891024_K2323-B_07.RCC,20230616_210462891024_K2360-B_08.RCC,20230616_210462891024_K2520-B_09.RCC,20230616_210462891024_K2669-B_10.RCC,20230616_210462891024_K2742-B_11.RCC,20230616_210462891024_K2849-B_12.RCC,20230616_210462891024_K853-B_01.RCC,20230707_210462871024_K1241-Tx_09.RCC,20230707_210462871024_K1628-Tx_10.RCC,20230707_210462871024_K2032-Tx_11.RCC,20230707_210462871024_K2360-Tx_12.RCC,20230707_210462871024_K4106-B_01.RCC,20230707_210462871024_K4196-B_02.RCC,20230707_210462871024_K4258-B_03.RCC,20230707_210462871024_K4307-B_04.RCC,20230707_210462871024_K4360-B_05.RCC,20230707_210462871024_K4368-B_06.RCC,20230707_210462871024_K5046-B_07.RCC,20230707_210462871024_K853-Tx_08.RCC,20230707_210462881024_K2894-B_01.RCC,20230707_210462881024_K2917-B_02.RCC,20230707_210462881024_K3056-B_03.RCC,20230707_210462881024_K3566-B_04.RCC,20230707_210462881024_K3812-B_05.RCC,20230707_210462881024_K3953-B_06.RCC,20230707_210462881024_K3975-B_07.RCC,20230707_210462881024_K4010-B_08.RCC,20230707_210462881024_K4020-B_09.RCC,20230707_210462881024_K4023-B_10.RCC,20230707_210462881024_K4054-B_11.RCC,20230707_210462881024_K4093-B_12.RCC,20230707_210462901024_K2742-Tx_01.RCC,20230707_210462901024_K2849-Tx_02.RCC,20230707_210462901024_K2894-Tx_03.RCC,20230707_210462901024_K2917-Tx_04.RCC,20230707_210462901024_K3056-Tx_05.RCC,20230707_210462901024_K3566-Tx_06.RCC,20230707_210462901024_K3953-Tx_07.RCC,20230707_210462901024_K3975-Tx_08.RCC,20230707_210462901024_K4106-Tx_09.RCC,20230707_210462901024_K4258-Tx_10.RCC,20230707_210462901024_K4360-Tx_11.RCC,20230707_210462901024_K4368-Tx_12.RCC
,,,,,,,,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Treatment,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF12A,Endogenous,,95.92,9.67,353.39,79.26,,253.43,99.6,47.12,30.33,37.21,64.95,40.72,24.75,44.55,9.98,77.21,97.86,82.75,63.76,38.03,29.29,90.4,143.15,175.69,192.77,136.5,114.42,31.13,179.23,153.74,106.68,142.87,66.14,44.7,20.23,241.07,14.25,81.13,24.98,37.17,143.13,9.67,30.36,116.49,109.91,78.38,163.96,40.91,353.39,49.74,108.18,281.55,80.88
TNFRSF13B,Endogenous,,17.95,1.81,184.32,157.44,,184.32,8.38,12.56,5.69,2.33,16,29.41,6.19,2.06,9.98,14.22,7.53,8.99,6.03,4.42,7.32,55.63,4.24,18.74,10.85,7.93,8.9,11.75,35.85,18.55,3.95,5.71,14.7,1.81,5.32,13.73,3.44,5.03,4.16,15.56,27.01,7.73,7.2,10.92,48.85,22.64,70.27,28.64,21.42,19.54,3.61,17.33,5.34
TNFRSF13C,Endogenous,,28.57,3.76,92.16,74.04,,92.16,8.38,18.85,37.91,17.44,8.47,31.67,79.19,57.58,39.91,18.29,3.76,13.49,86.16,25.65,26.85,52.16,7.42,25.77,8.35,20.25,29.24,6.46,29.87,31.81,39.51,10,33.07,13.29,34.07,32.04,6.88,36.62,12.07,11.24,10.8,32.87,14.92,76.45,24.42,15.68,46.85,32.73,35.7,19.54,7.21,34.65,13.73
TNFRSF14,Endogenous,,244.68,63.2,640.73,52.08,,69.12,83.78,490.01,307.06,640.73,310.65,443.38,207.88,219.68,63.2,152.39,180.66,166.4,228.32,221.98,264.85,420.73,281,117.13,224.48,66.93,249.18,387.09,238.98,169.64,165.95,398.6,282.93,144.96,112.85,242.6,254.83,177.35,90.77,465.92,329.48,129.53,165.18,127.41,213.71,306.55,386.48,118.64,189.19,296.69,457.97,164.6,317.41
TNFRSF17,Endogenous,,29.84,4.58,112.85,80.97,,92.16,12.1,84.81,19.9,16.28,16.94,31.67,18.56,6.51,18.29,18.29,30.11,13.49,21.54,11.5,21.97,66.07,7.42,23.43,9.18,14.97,8.9,58.74,41.82,39.76,39.51,17.14,25.72,15.7,8.52,16.78,9.83,15.08,8.33,76.07,35.11,17.4,21.1,112.85,36.64,29.61,58.56,61.37,35.7,30.2,21.64,30.32,4.58
TNFRSF18,Endogenous,,39.41,4.09,139.32,80.02,,69.12,46.54,37.69,139.32,30.23,28.24,29.41,42.07,12.34,13.3,32.51,45.17,13.49,16.37,114.97,123.27,100.84,14.32,7.03,15.86,10.57,13.98,32.89,35.85,60.97,11.85,42.86,58.79,41.68,11.71,51.88,11.8,27.28,14.57,64.83,62.12,9.67,12.35,69.17,54.95,71.41,58.56,4.09,21.42,51.52,14.42,21.66,16.79
TNFRSF1A,Endogenous,,977.45,414.27,1908.98,32.81,,529.91,1548.98,1061.68,811.25,1010.51,735.2,1198.95,757.28,1091.22,523.86,820.89,1298.51,685.4,537.63,889.71,1054.5,890.14,883.3,993.26,1096.55,916.74,1523.05,929.84,1075.4,1166.31,1047.04,1587.24,558.52,657.74,1131.67,1237.39,758.6,1073.42,414.27,1249.08,718.38,518.11,1097.59,575.18,1123.52,1908.98,1335.13,969.57,1381.42,637.79,1236.88,983.25,686.7
TNFRSF1B,Endogenous,,224.19,42.28,796.69,63.36,,207.36,211.31,358.08,82.45,296.53,296.53,518.04,100.23,94.59,89.8,199.13,214.54,258.15,79.27,124.7,379.57,573.72,223.21,201.46,277.89,70.45,102.98,329.53,173.26,220.01,94.83,168.58,139.63,42.28,325.77,234.97,107.88,351.82,129.9,389.85,796.69,143.06,181.64,120.13,183.18,269.97,316.21,265.92,128.5,149.23,248.82,181.92,107.58
TNFRSF4,Endogenous,,77.67,14.74,709.11,132.15,,92.16,46.54,113.08,34.12,41.86,91.31,158.35,14.85,14.74,73.17,36.57,56.46,57.57,42.22,27.42,709.11,55.63,36.58,65.59,37.55,27.3,35.6,48.17,59.74,45.06,27.66,85.72,231.49,46.51,35.13,76.29,35.88,38.05,27.06,116.7,51.31,124.69,29.85,43.68,30.53,111.47,163.96,65.46,49.97,78.17,111.79,103.96,22.13
TNFRSF8,Endogenous,,57.77,8.46,276.47,90.37,,276.47,27,81.67,253.04,11.63,50.83,54.29,47.02,125.09,18.29,32.51,52.69,35.08,18.95,20.34,29.29,69.54,85.89,42.17,39.22,44.91,22.88,50.52,35.85,116.63,31.61,30,91.86,8.46,38.33,48.82,17.94,25.85,20.82,71.75,118.83,29,36.02,94.65,73.27,57.48,70.27,85.91,32.13,47.97,39.67,47.65,12.97
TNFRSF9,Endogenous,,45.23,2.42,237.66,114.34,,138.24,10.24,21.99,7.58,32.56,119.55,18.1,11.14,28.1,8.32,22.35,18.82,48.57,8.62,9.73,18.31,34.77,62.56,11.71,176.92,29.06,24.16,15.27,29.87,55.66,19.76,67.15,22.05,2.42,20.23,50.35,37.6,13.64,15.41,33.71,237.66,5.8,16.47,40.04,30.53,24.38,35.13,16.36,71.39,106.59,201.94,99.62,40.44
TNFSF10,Endogenous,,627.41,57.98,2933.83,110.88,,437.75,164.76,2308.69,612.23,250.01,732.38,499.94,2040.44,247.1,91.47,223.51,444.13,1112.65,254.17,214.91,821.39,1178.74,1837.11,367.79,578.32,168.2,293.68,2925.79,167.28,209.41,71.12,700.04,180.05,57.98,85.17,370.76,182.83,524.86,296.44,2933.83,291.67,308.35,820.75,247.54,488.49,339.64,843.24,241.37,442.63,1405.28,295.7,606.41,199.91
TNFSF11,Endogenous,,73.05,7.54,455.62,116.67,,184.32,17.69,31.41,22.75,16.28,455.62,36.19,18.56,7.54,16.63,60.96,41.4,58.47,20.68,49.53,23.19,83.45,10.6,39.82,26.7,29.94,22.88,17.03,179.23,132.53,142.24,135.72,231.49,24.76,31.94,129.69,311.11,64.62,30.81,44.09,129.63,12.57,8.75,36.4,73.27,36.58,81.98,61.37,35.7,74.62,61.3,134.28,9.92
TNFSF12,Endogenous,,701.84,254.81,1400.92,34.05,,668.15,691.64,1400.92,432.16,1050.05,643.89,918.44,857.5,435.25,387.49,400.28,681.25,523.49,394.61,497.03,715.21,646.74,826.04,536.45,786.95,669.28,934.43,1083.15,585.49,763.4,533.4,648.61,797.36,486.21,935.79,1110.75,505.24,552.15,254.81,1201.54,413.2,551.94,505.83,662.54,757.15,766.38,983.78,654.56,1006.62,826.11,569.76,866.3,569.2
TNFSF13,Endogenous,,176.36,42.27,782.13,72.45,,230.4,109.84,782.13,87.19,159.31,146.85,126.68,200.46,63.4,84.82,168.65,267.23,150.21,62.9,183.07,93.98,194.72,88.01,103.07,133.52,68.69,105.52,273.14,161.31,437.37,98.78,217.16,88.19,72.48,110.72,176.99,42.27,229.76,60.37,441.72,272.77,57.03,109.6,313.07,299.2,205.53,269.37,155.46,114.23,140.35,223.58,190.59,93.85
TNFSF13B,Endogenous,,177.02,36.59,599.03,69.29,,599.03,76.33,122.5,121.31,237.22,249.46,72.39,92.8,73,36.59,146.3,199.48,149.31,39.63,138.85,92.76,215.58,523.83,72.62,334.64,75.73,113.15,236.72,149.36,47.71,82.97,117.15,169.03,48.92,271.47,158.68,55.29,266.38,166.96,306.87,332.18,43.5,157.97,101.93,268.67,252.56,456.75,278.19,160.63,152.79,140.64,155.93,135.05
TNFSF14,Endogenous,,78.52,9.06,1088.21,203.27,,161.28,15.82,84.81,36.01,33.72,13.18,33.93,48.26,11.65,16.63,12.19,94.1,21.59,127.51,61.91,23.19,194.72,39.76,46.85,23.37,22.02,22.88,75.19,101.57,135.19,39.51,27.14,36.74,9.06,85.17,32.04,15.48,17.95,10.41,162.51,102.63,14.5,29.85,25.48,48.85,20.9,292.79,1088.21,17.85,126.14,28.85,64.97,14.5
TNFSF15,Endogenous,,78.48,10.42,222.52,68.17,,184.32,27,131.92,10.42,110.47,67.78,45.24,21.04,21.25,18.29,62.99,22.58,151.11,12.92,18.57,48.82,69.54,61.5,21.08,68.43,69.57,66.11,140.39,83.64,98.08,86.92,81.43,66.14,186.63,21.29,39.67,80.85,43.08,16.24,197.09,102.63,16.43,106.52,105.57,79.38,141.08,222.52,49.09,96.38,99.49,140.64,116.95,38.15
TNFSF18,Endogenous,,20.15,1.81,105.4,103.49,,92.16,9.31,15.71,4.74,19.77,8.47,22.62,7.42,5.48,6.65,18.29,37.64,14.39,5.17,29.19,15.87,59.11,7.42,7.03,14.19,8.81,16.53,15.27,11.95,18.55,23.71,12.86,51.44,1.81,52.17,15.26,2.95,10.05,9.16,10.37,24.31,6.77,11.84,10.92,30.53,12.19,105.4,16.36,21.42,31.98,21.64,8.66,3.82
TNFSF4,Endogenous,,121.83,19.57,864.46,123.72,,230.4,70.75,53.4,37.91,51.17,168.5,42.98,24.75,43.18,21.62,60.96,90.33,322.01,44.8,82.25,73.23,152.99,177.08,39.82,45.06,103.03,52.12,41.12,125.46,71.57,67.17,94.29,55.12,38.66,864.46,260.9,32.44,35.18,19.57,57.92,86.42,30.93,111.66,131.05,97.7,59.22,175.67,351.83,592.55,158.12,119,147.27,34.34
TNFSF8,Endogenous,,36.47,10.57,184.32,77.64,,184.32,16.76,34.55,13.27,24.42,43.3,24.88,35.88,24.33,39.91,36.57,18.82,19.79,13.79,23.88,29.29,24.34,22.8,28.11,30.04,14.09,21.61,28.19,53.77,58.32,51.36,20,33.07,18.72,27.68,19.83,10.57,32.31,14.16,26.8,75.62,39.63,33.45,32.76,61.06,41.8,105.4,53.18,53.54,23.1,61.3,30.32,19.84
TOLLIP,Endogenous,,455.39,148.64,1035.17,35.56,,437.75,266.23,533.98,500.4,297.69,243.81,337.06,645.91,450.67,301.01,258.05,417.78,373.28,379.96,306.89,308.78,431.16,425.21,520.06,632.56,435.92,451.32,549.8,597.44,416.16,395.11,665.75,801.03,471.71,302.35,425.69,417.76,221.86,148.64,567.92,294.37,469.78,364.83,527.85,384.68,555.62,597.29,445.92,1035.17,769.26,403.88,537.1,536.39
TP53,Endogenous,,525.28,80.24,1443.09,60.15,,299.51,413.31,329.81,475.76,80.24,184.51,755.56,428.13,1104.58,1154.16,113.79,319.92,975.93,371.34,339.61,986.16,472.89,135.73,491.94,149.38,866.55,397.93,331.29,430.16,387,138.29,621.47,437.26,1115.56,503.56,529.44,919.81,186.68,1443.09,512.6,364.59,1045.88,205.32,356.75,244.24,618.33,679.28,760.93,663.94,501,411.09,619.4,339.54
TPSAB1,Endogenous,,1081.59,34.22,6964.61,135.19,,345.59,1049.1,3260.43,77.71,570.96,234.4,2332.29,142.3,4365.21,2825.52,229.6,496.82,119.63,572.95,89.32,1277.85,246.87,337.2,700.43,34.22,413.02,240.28,4055.34,83.64,1341.25,82.97,181.44,77.16,1529.3,104.33,239.54,57.75,982.95,674.91,6964.61,2298.26,2946.25,1444.93,258.47,3394.98,217.72,3056.74,171.82,149.92,774.59,79.33,610.74,175.49
TPTE,Endogenous,,63.24,8.23,299.58,118.14,,207.36,10.24,43.97,11.37,25.58,43.3,38.46,45.78,14.05,26.61,52.83,60.22,299.52,13.79,17.69,46.38,48.68,10.07,37.48,294.58,19.37,24.16,12.34,149.36,23.86,55.32,142.87,62.47,114.15,23.42,41.2,15.24,13.64,9.58,19.02,56.71,18.37,8.23,149.25,54.95,299.58,105.4,53.18,32.13,30.2,75.73,69.3,8.39
TRAF2,Endogenous,,261.56,69.12,488.94,37.91,,69.12,271.82,263.85,305.17,482.58,249.46,244.31,149.72,281.03,488.94,168.65,158.08,147.51,448.02,282.12,246.54,198.2,241.24,208.49,161.06,314.39,331.82,169.76,113.51,238.56,482.04,274.3,323.35,209.58,258.7,265.48,149.66,193.14,182.78,267.97,288.97,406.95,186.28,138.33,280.88,282.17,187.39,265.92,289.13,222.07,320.94,420.15,424.99
TRAF3,Endogenous,,258.38,100.81,608.68,43.19,,230.4,182.45,248.14,215.13,222.1,208.04,180.97,147.25,242.3,608.68,199.13,274.76,243.76,100.81,137.97,181.85,285.12,516.4,180.38,223.65,248.34,278.42,170.34,233,304.83,213.36,235.73,459.31,221.66,551.46,323.46,168.82,188.84,180.7,230.8,283.57,478.48,126.59,182.02,219.82,308.29,163.96,482.74,249.87,293.14,284.88,294.54,196.09
TRAF6,Endogenous,,229.66,96.59,350.64,24.16,,230.4,203.86,263.85,216.08,197.68,224.98,350.64,228.92,226.19,207.88,172.71,229.59,151.11,193.86,134.43,311.23,323.37,132.55,243.63,167.74,184.05,291.13,227.32,161.31,304.83,201.51,338.59,183.72,239.78,286.38,305.15,198.31,181.66,96.59,242.9,216.05,193.32,201.2,232.98,219.82,269.97,257.66,249.55,299.84,289.58,281.27,242.56,215.93
TREM1,Endogenous,,242.75,1,2365.78,176.99,,69.12,60.51,1045.98,12.32,48.84,198.63,18.1,21.04,5.48,11.64,48.77,124.21,14.39,35.32,194.57,29.29,1004.88,86.95,18.74,167.74,14.97,116.96,1308.7,113.51,116.63,142.24,18.57,36.74,63.42,76.65,512.66,1,28,24.56,782.3,2365.78,15.47,160.55,334.91,128.23,245.59,538.74,40.91,110.66,348.21,551.73,229.57,8.39
TREM2,Endogenous,,92.67,8.7,336.31,85.58,,69.12,27,131.92,13.27,31.4,324.77,15.84,27.22,39.41,21.62,62.99,63.98,104.34,33.6,56.6,23.19,86.93,170.72,35.14,336.31,70.45,61.02,121,113.51,71.57,79.02,65.72,33.07,66.44,20.23,27.46,16.22,93.34,99.51,142.63,226.86,8.7,185.76,196.58,152.65,289.13,117.12,16.36,89.24,69.29,173.09,69.3,97.66
TTK,Endogenous,,143.98,8.66,616.97,82.96,,276.47,332.32,56.54,616.97,75.58,394.43,65.6,8.66,128.52,61.53,203.19,30.11,109.74,298.97,220.22,101.3,118.22,299.03,74.96,125.18,234.25,75.01,54.63,59.74,58.32,146.19,38.57,110.23,136.5,112.85,64.08,45.22,282.18,350.99,28.53,210.65,63.8,224.35,69.17,30.53,175.92,46.85,45,85.67,95.94,93.76,190.59,183.88
TXK,Endogenous,,27.83,5.4,115.2,78.53,,115.2,17.69,21.99,25.59,15.12,15.06,15.84,19.8,99.05,16.63,10.16,18.82,40.48,12.06,21.23,15.87,73.02,15.38,9.37,18.36,7.93,27.97,25.26,47.8,34.46,27.66,34.29,11.02,10.87,23.42,27.46,10.57,38.77,6.66,41.49,5.4,11.6,12.86,36.4,24.42,40.06,46.85,53.18,32.13,37.31,36.06,12.99,14.5
TXNIP,Endogenous,,8168.04,693.66,53451.55,117.25,,2465.23,3436.79,14436.36,3010.92,7862,4643.71,6883.77,13549.3,693.66,8526.45,3616.77,18709.86,4973.18,3651.39,2997.23,3684.66,17180.4,5184.2,17112.62,1973.63,1593.07,5193.39,16926.81,4857.21,22939.13,2433.88,4095.96,2039.33,5123.62,53451.55,2621.25,4460.68,12032.38,3507.38,10917.59,6373.56,5393.73,5492.06,4656.01,4225.41,4098.38,6347.71,37367.4,1417.11,12430.75,3335.61,1992.48,2150.14
TYK2,Endogenous,,644.64,276.47,1052.03,24.6,,276.47,465.44,559.11,652.98,552.35,709.78,925.23,381.11,722.79,562.11,776.18,417.78,557.67,641.88,594.32,696.9,723.24,811.19,470.86,635.07,523.1,741.19,705.46,412.24,485.08,837.63,574.32,496.05,566.54,718.61,526.39,641.14,641.9,454.66,614.6,645.46,677.6,813.03,658.9,769.37,1052.03,737.83,1002.3,892.39,612.92,771.7,732.02,505.87
UBC,Endogenous,,18411.79,3087.3,55738.86,49.19,,3087.3,17986.37,17671.66,16209.85,24767.45,13049.08,8967.22,9374.38,16382.97,5579.53,14117.61,35315.76,10915.98,25340.05,20032.52,12181.72,16797.92,11332.28,29205.07,18048.89,14863.41,32533.35,19060.21,26705.72,55738.86,14303.01,24242.89,13279.53,16616.9,19199.04,16122.7,12785.87,13375.77,10968.05,18023.97,27827.6,7991.03,15016.32,13887.95,25889.79,13690.29,12906.23,13410.37,21378.09,17602.38,33723.93,17568.48,28690.42
ULBP2,Endogenous,,85.72,7.2,385.5,80.14,,115.2,36.3,50.26,63.5,19.77,67.78,140.25,13.61,7.2,16.63,156.46,37.64,94.44,36.19,80.48,130.59,24.34,147.92,39.82,93.47,237.77,43.23,61.09,95.59,45.06,67.17,84.29,36.74,34.43,84.1,83.92,24.08,77.54,57.87,29.39,164.74,29,126.07,185.66,122.12,177.66,70.27,77.73,167.77,37.31,75.73,385.5,61.04
USP9Y,Endogenous,,65.53,3.75,243.9,105.75,,230.4,138.7,125.64,8.53,84.89,3.77,15.84,8.66,179.93,212.87,60.96,15.06,69.26,72.37,8.84,9.76,27.82,5.3,131.19,5.01,7.93,8.9,92.81,41.82,153.74,79.02,11.43,139.63,5.44,8.52,151.05,126.06,35.18,3.75,12.1,8.1,185.59,40.65,243.9,97.7,6.97,105.4,16.36,32.13,8.88,90.15,12.99,4.58
VCAM1,Endogenous,,483.12,11.48,4011.63,139.04,,437.75,90.29,169.62,2388.26,703.52,1053.38,359.68,1018.36,178.56,214.53,71.12,97.86,955.24,76.68,4011.63,310,139.08,269.34,140.56,1135.77,628.78,115.69,165.64,107.54,180.25,35.56,312.88,139.63,11.48,70.26,256.33,436.43,350.39,130.32,916.28,626.55,534.54,189.88,141.97,268.67,303.07,702.7,237.28,1113.7,543.63,382.24,350.85,115.98
VEGFA,Endogenous,,1106.87,51.26,5460.73,108.66,,115.2,277.4,1375.79,388.57,1110.52,445.26,52.03,424.42,502.08,568.76,804.63,466.71,377.78,4321.71,2963.62,51.26,3077.24,567.3,534.11,391.39,235.13,1735.37,1192.99,1069.42,620.26,960.12,357.16,823.08,593.12,1112.51,447.05,313.32,632.57,491.3,931.84,5460.73,459.14,488.33,1579.91,537.34,1116.47,960.35,409.1,1427.82,2620.46,4936.7,1542.01,1260.48
VEGFC,Endogenous,,264.03,17.69,1720.32,118.33,,552.95,53.06,207.31,20.85,61.63,420.79,309.92,256.14,66.14,84.82,150.36,97.86,494.71,65.48,17.69,295.36,149.52,1189.22,135.87,316.28,216.64,123.32,172.11,137.41,121.93,165.95,98.58,80.84,47.11,169.27,805.6,181.85,259.92,326.01,316.38,1720.32,76.36,159.52,61.89,195.39,106.25,304.5,171.82,817.43,71.06,306.52,459.14,54.17
XCL2,Endogenous,,48.2,8.46,184.32,76.55,,184.32,67.95,34.55,25.59,54.65,17.89,36.19,23.51,10.97,9.98,12.19,18.82,59.37,19.82,29.19,112.29,104.31,39.76,28.11,36.72,24.66,10.17,114.54,59.74,21.21,35.56,20,62.47,8.46,25.55,19.83,22.36,68.21,15.82,84.71,32.41,31.9,26.24,112.85,85.49,40.06,93.69,85.91,82.1,49.74,57.7,82.3,13.73
XCR1,Endogenous,,60.94,10.27,391.67,106.33,,391.67,18.62,62.82,19.9,30.23,42.36,61.08,28.46,16.79,31.6,40.64,56.46,30.58,24.99,22.11,37.84,73.02,27.57,51.54,39.22,25.54,35.6,32.31,221.05,71.57,94.83,38.57,77.16,10.27,24.49,33.57,18.92,28.72,24.15,47.54,70.22,26.1,24.7,167.46,97.7,52.25,175.67,110.46,89.24,60.4,72.12,64.97,22.13
YTHDF2,Endogenous,,567.41,222.06,990.32,28.6,,391.67,444.96,549.69,397.1,484.91,722.02,570.07,309.34,827.32,547.14,568.93,417.78,990.32,535.04,535.06,806.74,392.91,682.88,627.81,744.39,841.01,446.24,652,454.06,280.97,513.64,488.6,496.05,690.36,528.04,357.03,636.71,514.81,745.28,574.84,869.61,661.17,730.7,222.06,519.02,708.9,644.14,511.38,439.06,351.76,670.73,593.41,547.84
ZAP70,Endogenous,,79.28,15.1,434.64,93.32,,69.12,28.86,219.87,33.17,81.4,42.36,42.98,29.7,68.89,58.21,42.67,71.51,49.47,37.91,24.76,84.21,434.64,51.96,39.82,55.08,19.37,25.43,195.6,161.31,111.33,51.36,45.72,62.47,15.1,24.49,59.5,31.95,97.65,45.38,261.92,64.82,51.23,60.72,127.41,109.91,67.93,163.96,90,57.11,97.71,54.09,51.98,33.57
ZNF205,Endogenous,,86.86,27.68,210.81,41.59,,161.28,72.61,113.08,52.12,89.54,52.72,137.99,54.44,67.17,88.14,81.28,105.39,62.06,144.75,74.29,152.56,86.93,44.54,79.65,62.59,64.29,116.96,58.15,149.36,108.68,102.73,87.15,139.63,76.1,27.68,83.92,54.06,68.93,37.47,71.75,75.62,59.93,45.28,61.89,79.38,88.83,210.81,69.55,92.81,95.94,68.52,108.29,82.4
ABCF1,Housekeeping,,424.81,161.28,1022.98,34.61,,161.28,276.47,358.08,408.47,547.7,457.5,330.28,210.35,355.74,427.4,436.86,466.71,574.76,420.45,469.62,455.24,337.28,295.85,866.76,352.17,356.66,350.89,383.57,322.62,333.99,343.75,465.74,488.7,440.31,386.45,480.61,384.34,485.37,1022.98,409.73,467.21,484.28,678.21,211.14,354.15,546.92,409.91,339.55,499.74,351.76,519.27,355.18,309.02
AGK,Housekeeping,,192.74,81.28,382.24,31.75,,230.4,221.55,138.21,108.04,210.48,186.39,153.83,136.11,144.97,157.99,81.28,267.23,232.96,255.03,144.16,239.22,219.06,216.85,152.27,181.92,295.01,219.94,173.87,286.77,320.73,173.85,150.01,172.7,186.63,122.43,100.7,299.8,174.48,226.5,142.63,143.13,201.06,148.71,382.24,170.97,153.28,175.67,180,139.21,193.65,259.64,242.56,137.34
ALAS1,Housekeeping,,156,87.62,293.95,32.16,,184.32,143.35,219.87,129.84,155.82,162.85,153.83,95.28,160.39,141.36,93.47,267.23,118.73,143.88,132.66,144.02,135.61,101.8,217.86,87.62,128.57,174.17,269.61,227.03,106.03,181.75,194.3,154.33,88.18,107.52,170.89,214.29,115.6,293.95,258.46,162.04,93.76,128.13,116.49,134.33,111.47,163.96,114.55,132.07,191.87,140.64,151.6,172.44
AMMECR1L,Housekeeping,,333.12,179.87,655.26,26.68,,345.59,309.98,304.68,280.53,252.34,209.92,450.17,278.41,243.33,375.85,284.47,308.63,278.84,379.96,224.64,364.93,312.94,477.7,220.2,393.89,364.58,223.75,270.2,298.72,477.13,229.16,307.16,404.19,369.04,325.77,263.96,284.32,314.49,179.87,256.73,469.91,444.64,255.23,655.26,372.47,447.63,386.48,306.83,399.79,335.77,385.85,333.52,330.38
CC2D1B,Housekeeping,,52.46,19.15,131.44,51.93,,69.12,35.37,103.66,53.07,52.33,31.06,58.82,82.9,31.19,64.86,81.28,67.75,33.28,36.19,49.53,51.26,38.25,31.28,30.45,25.04,20.25,36.87,46.99,131.44,53.01,94.83,24.29,36.74,20.54,84.1,71.71,22.12,22.98,19.15,44.09,45.91,45.43,27.79,101.93,91.59,34.84,117.12,77.73,46.4,40.86,54.09,38.98,39.68
CNOT10,Housekeeping,,259.09,121.91,560.45,33.44,,161.28,345.35,310.97,354.45,290.71,292.76,137.99,202.93,256.01,560.45,121.91,165.61,337.3,308.45,291.85,239.22,219.06,187.16,213.18,263.71,279.16,343.26,275.49,155.34,190.85,292.38,255.73,282.93,299.58,233.15,205.98,347.48,180.22,290.2,281.8,245.76,526.81,197.08,214.78,262.56,285.65,199.1,220.92,164.2,165.22,205.55,199.25,375.4
CNOT4,Housekeeping,,351.44,173.96,659.52,22.25,,322.55,249.47,398.92,313.7,309.32,238.16,434.34,659.52,393.44,417.43,298.69,406.49,310.32,284.32,313.08,338.08,382.48,358.94,440.41,342.15,448.24,335.63,375.93,340.54,371.1,272.63,367.17,378.47,414.94,404.55,459.25,346.74,262.07,217.34,378.61,459.11,328.65,261.92,353.11,274.77,383.19,339.64,286.37,349.82,373.08,371.42,329.19,173.96
COG7,Housekeeping,,296.54,135.73,543.82,31.19,,368.63,261.58,285.84,162.06,248.85,248.52,135.73,318.01,350.26,232.83,184.9,274.76,225.77,375.65,431.59,206.26,392.91,160.65,379.5,307.94,276.52,255.54,312.49,209.11,471.82,213.36,518.6,543.82,338.23,328.96,324.99,328.31,224.02,183.61,381.21,243.06,281.29,230.01,294.87,256.46,451.12,339.64,384.56,310.55,342.88,212.76,220.91,202.96
